nr;spelling;Word length;n_Belgie;n_Nederland;%juist_Belgie;%juist_Nederland;Minimum_land;Group;
1;reugen;6;241;310;90,0;90,8;90,0;90;
2;pondoes;7;231;363;90,0;90,1;90,0;90;
3;lagadilistisch;14;231;340;90,0;92,0;90,0;90;
4;maberet;7;263;327;90,0;92,9;90,0;90;
5;uitgempen;9;263;325;90,0;93,5;90,0;90;
6;criturg;7;263;317;90,0;93,0;90,0;90;
7;inbricetie;10;242;324;90,0;92,5;90,0;90;
8;stumolen;8;242;290;90,0;91,3;90,0;90;
9;godderijn;9;263;316;92,8;90,0;90,0;90;
10;iriel;5;259;316;92,7;90,0;90,0;90;
11;flosperen;9;253;326;90,0;92,3;90,0;90;
12;pretebentie;11;253;326;90,0;96,4;90,0;90;
13;afflist;7;249;327;90,3;90,0;90,0;90;
14;betijring;9;264;321;90,0;90,2;90,0;90;
15;invensiptie;11;243;347;90,0;93,0;90,0;90;
16;teramikratie;12;275;300;90,0;91,6;90,0;90;
17;kwarzend;8;254;320;90,1;93,1;90,1;90;
18;demaans;7;254;315;90,1;92,0;90,1;90;
19;pulstueel;9;233;287;90,1;91,6;90,1;90;
20;verroppend;10;255;318;95,0;90,1;90,1;90;
21;ralm;4;265;331;90,1;91,1;90,1;90;
22;enturmen;8;223;324;90,1;95,1;90,1;90;
23;teleniaan;9;255;318;90,1;92,7;90,1;90;
24;megelijk;8;255;318;90,1;90,7;90,1;90;
25;intallinaal;11;255;320;90,1;90,8;90,1;90;
26;temifrase;9;231;340;90,4;90,1;90,1;90;
27;puvide;6;213;325;90,1;91,9;90,1;90;
28;relabijn;8;277;305;90,1;91,0;90,1;90;
29;glippant;8;277;336;90,1;94,7;90,1;90;
30;pijtelen;8;249;341;92,8;90,1;90,1;90;
31;vaatstonzel;11;224;336;90,1;93,7;90,1;90;
32;afwilsen;8;256;290;90,1;93,8;90,1;90;
33;berkaaien;9;266;288;92,1;90,1;90,1;90;
34;asteraards;10;267;307;90,1;93,8;90,1;90;
35;karpes;6;235;289;90,1;90,2;90,1;90;
36;bermuiden;9;246;342;90,2;92,9;90,2;90;
37;schieluin;9;245;321;93,6;90,2;90,2;90;
38;ronnotutie;10;225;301;90,2;96,2;90,2;90;
39;pating;6;250;343;90,3;90,2;90,2;90;
40;immagaal;8;258;311;91,0;90,2;90,2;90;
41;oordiet;7;274;322;90,8;90,2;90,2;90;
42;ralding;7;253;290;91,3;90,2;90,2;90;
43;storf;5;256;355;91,4;90,2;90,2;90;
44;ankentement;11;254;312;95,4;90,2;90,2;90;
45;liprema;7;269;358;90,2;92,9;90,2;90;
46;gavimaal;8;248;330;90,2;92,3;90,2;90;
47;mandon;6;248;351;90,2;91,9;90,2;90;
48;mienerlijk;10;261;302;90,3;90,2;90,2;90;
49;tendetorgie;11;259;302;90,2;94,8;90,2;90;
50;mardij;6;270;314;90,3;93,3;90,3;90;
51;lokkel;6;227;318;90,3;91,4;90,3;90;
52;schubes;7;238;329;90,3;92,3;90,3;90;
53;killamolatie;12;260;275;90,3;95,0;90,3;90;
54;ijfling;7;275;325;90,4;90,3;90,3;90;
55;padot;5;260;366;90,3;91,4;90,3;90;
56;megels;6;271;337;90,3;90,6;90,3;90;
57;kortalon;8;243;347;94,4;90,3;90,3;90;
58;lopimicaan;10;239;283;90,3;93,3;90,3;90;
59;infost;6;261;333;90,3;96,5;90,3;90;
60;pongeloos;9;261;288;90,3;95,6;90,3;90;
61;umotoren;8;272;307;90,3;92,8;90,3;90;
62;keumen;6;249;305;90,7;90,3;90,3;90;
63;begolen;7;258;316;93,1;90,3;90,3;90;
64;terutator;9;240;308;90,4;90,8;90,4;90;
65;amusazist;9;232;306;93,2;90,4;90,4;90;
66;anderfermeren;13;250;317;91,2;90,4;90,4;90;
67;refronleren;11;236;317;91,5;90,4;90,4;90;
68;hamp;4;241;344;90,4;91,7;90,4;90;
69;killenhoos;10;241;301;90,4;94,8;90,4;90;
70;gezerpen;8;252;329;90,4;94,2;90,4;90;
71;inspuimig;9;252;337;90,4;92,8;90,4;90;
72;bemokend;8;263;301;90,4;93,0;90,4;90;
73;theoraak;8;227;318;93,0;90,4;90,4;90;
74;mialaltisch;11;238;329;91,6;90,4;90,4;90;
75;presiel;7;253;312;90,4;93,3;90,4;90;
76;figuis;6;264;305;90,4;92,4;90,4;90;
77;stessig;7;275;283;90,4;93,3;90,4;90;
78;konbagieren;11;220;352;90,4;96,7;90,4;90;
79;sopimetief;10;229;319;93,1;90,4;90,4;90;
80;conbonsaal;10;231;340;90,4;91,6;90,4;90;
81;adartuur;8;236;330;91,1;90,4;90,4;90;
82;bamitoseren;11;231;321;90,4;94,4;90,4;90;
83;schroetster;11;253;312;90,4;91,9;90,4;90;
84;deibel;6;233;309;93,2;90,5;90,5;90;
85;sekortiek;9;254;320;90,5;94,1;90,5;90;
86;viarageren;10;254;312;90,5;92,6;90,5;90;
87;rallibule;9;254;317;90,5;92,7;90,5;90;
88;archietnist;11;266;288;90,5;92,7;90,5;90;
89;hijmalaar;9;255;302;90,5;96,2;90,5;90;
90;strissen;8;255;325;90,5;92,9;90,5;90;
91;buntesk;7;244;316;90,5;95,3;90,5;90;
92;estrevroleur;12;260;322;93,9;90,5;90,5;90;
93;kasisist;8;251;300;90,8;90,5;90,5;90;
94;asdilaal;8;267;340;90,5;92,3;90,5;90;
95;bekleigen;9;267;292;90,5;92,1;90,5;90;
96;plapisitie;10;256;290;90,5;93,5;90,5;90;
97;broeg;5;245;315;90,5;93,7;90,5;90;
98;conlipent;9;245;301;90,5;95,1;90,5;90;
99;blankelen;9;250;323;92,8;90,5;90,5;90;
100;helvertoling;12;273;323;90,7;90,5;90,5;90;
101;waspografie;11;234;323;90,6;92,8;90,6;90;
102;dommeratuur;11;275;301;93,5;90,6;90,6;90;
103;verdasting;10;246;346;90,6;91,2;90,6;90;
104;koluctie;8;246;341;90,6;94,4;90,6;90;
105;schroezer;9;246;293;90,6;94,3;90,6;90;
106;mererist;8;261;302;91,9;90,6;90,6;90;
107;pensiet;7;239;302;92,1;90,6;90,6;90;
108;fragteur;8;282;314;95,1;90,6;90,6;90;
109;contokistaal;12;258;299;90,6;94,0;90,6;90;
110;precuguur;9;258;332;90,6;92,1;90,6;90;
111;dinst;5;247;327;90,6;95,2;90,6;90;
112;akeer;5;247;310;90,6;93,5;90,6;90;
113;lategatuur;10;267;292;94,1;90,6;90,6;90;
114;pamend;6;236;323;90,6;93,2;90,6;90;
115;aanschagenen;12;236;326;90,6;91,0;90,6;90;
116;grink;5;236;296;90,6;90,8;90,6;90;
117;geloorderaad;12;236;326;90,6;93,5;90,6;90;
118;dimestolieel;12;225;301;90,6;93,7;90,6;90;
119;prenilaren;10;259;321;90,7;93,8;90,7;90;
120;orvassantie;11;259;321;90,7;94,8;90,7;90;
121;wetterijn;9;227;327;91,2;90,7;90,7;90;
122;kardidieus;10;237;289;90,7;92,4;90,7;90;
123;halluitend;10;226;341;90,7;95,7;90,7;90;
124;himpig;6;226;319;90,7;96,4;90,7;90;
125;domibel;7;260;307;90,7;94,9;90,7;90;
126;kluinteloos;11;260;341;90,7;93,2;90,7;90;
127;plaricaat;9;268;328;91,4;90,7;90,7;90;
128;mabikaal;8;249;312;90,7;96,3;90,7;90;
129;natalping;9;249;350;90,7;93,7;90,7;90;
130;enilitaan;9;238;373;90,7;95,8;90,7;90;
131;akkoevelijk;11;272;310;90,7;95,6;90,7;90;
132;lorma;5;227;318;90,7;93,0;90,7;90;
133;onciarettisch;13;250;321;90,7;91,5;90,7;90;
134;idarliteit;10;250;321;90,7;95,4;90,7;90;
135;kamiliaal;9;236;296;91,1;90,8;90,8;90;
136;beschreeg;9;249;319;91,5;90,8;90,8;90;
137;opdronentie;11;228;339;90,8;92,5;90,8;90;
138;gescheuste;10;240;308;93,9;90,8;90,8;90;
139;besleek;7;261;297;91,9;90,8;90,8;90;
140;risanente;9;240;306;90,8;94,8;90,8;90;
141;aktheminaren;12;263;316;90,8;92,7;90,8;90;
142;dattelen;8;244;309;90,9;90,8;90,8;90;
143;debivet;7;252;314;90,8;92,0;90,8;90;
144;tandeteel;9;252;297;90,8;94,3;90,8;90;
145;getwijnel;9;275;325;90,8;94,2;90,8;90;
146;asubukatie;10;264;321;92,8;90,8;90,8;90;
147;coddactie;9;265;329;90,9;95,2;90,9;90;
148;humaluur;8;242;307;90,9;94,9;90,9;90;
149;espoter;7;242;310;90,9;92,2;90,9;90;
150;gespenken;9;245;346;93,1;90,9;90,9;90;
151;smeumeren;9;221;323;93,3;90,9;90,9;90;
152;constrimtie;11;237;312;92,0;90,9;90,9;90;
153;dierdig;7;255;312;91,7;90,9;90,9;90;
154;vervarding;10;208;318;90,9;93,7;90,9;90;
155;gekraad;7;253;289;92,5;90,9;90,9;90;
156;riodist;7;266;288;90,9;93,1;90,9;90;
157;hoemen;6;271;324;92,2;90,9;90,9;90;
158;kadelziek;9;243;347;90,9;95,8;90,9;90;
159;schos;5;243;321;90,9;91,8;90,9;90;
160;stezen;6;267;327;90,9;94,2;90,9;90;
161;horicijn;8;244;348;90,9;94,3;90,9;90;
162;tront;5;244;315;90,9;92,6;90,9;90;
163;embabron;8;244;312;90,9;91,2;90,9;90;
164;trarrofoon;10;244;352;90,9;94,9;90,9;90;
165;sormies;7;244;330;90,9;96,2;90,9;90;
166;beslaren;8;244;329;90,9;93,3;90,9;90;
167;agumotie;8;230;314;91,3;90,9;90,9;90;
168;nijtel;6;221;315;91,0;91,3;91,0;91;
169;struifnever;11;256;324;91,0;91,9;91,0;91;
170;twikkig;7;277;326;92,4;91,0;91,0;91;
171;jomisch;7;245;324;91,0;95,1;91,0;91;
172;amunt;5;267;292;92,5;91,0;91,0;91;
173;overgeels;9;257;319;91,0;91,4;91,0;91;
174;patabeleren;11;222;318;91,0;92,1;91,0;91;
175;stroon;6;269;311;91,0;91,5;91,0;91;
176;tijvinigheid;12;234;317;91,0;95,4;91,0;91;
177;primpel;7;228;305;92,2;91,0;91,0;91;
178;prerartief;10;266;305;92,5;91,0;91,0;91;
179;kobudant;8;259;299;91,1;91,9;91,1;91;
180;erotaad;7;246;318;93,6;91,1;91,1;91;
181;kruffen;7;236;327;91,1;97,7;91,1;91;
182;eggrotie;8;236;296;91,1;93,6;91,1;91;
183;gebecht;7;244;307;93,5;91,1;91,1;91;
184;bergeinen;9;260;330;91,1;92,3;91,1;91;
185;schossig;8;237;347;91,1;91,5;91,1;91;
186;beneliaan;9;249;327;91,1;92,0;91,1;91;
187;degisch;7;261;334;91,1;92,4;91,1;91;
188;statienast;10;273;343;91,1;95,4;91,1;91;
189;preriment;9;235;309;92,4;91,1;91,1;91;
190;bemuzaarde;10;245;333;91,8;91,1;91,1;91;
191;reuperd;7;238;349;91,2;92,2;91,2;91;
192;uitwok;6;262;288;91,2;91,6;91,2;91;
193;beziefd;7;262;334;91,2;95,3;91,2;91;
194;ekaldiek;8;251;329;91,2;94,2;91,2;91;
195;kwijger;7;263;300;91,2;96,1;91,2;91;
196;protridenade;12;263;359;91,2;91,8;91,2;91;
197;ekkrosief;9;264;295;91,2;92,9;91,2;91;
198;tups;4;264;321;91,2;91,8;91,2;91;
199;pelm;4;240;318;91,2;92,4;91,2;91;
200;gelamersine;11;240;322;91,2;93,8;91,2;91;
201;valdrongen;10;253;326;91,3;94,2;91,3;91;
202;vonoom;6;253;326;91,3;93,5;91,3;91;
203;gertogelijk;11;217;312;91,3;95,6;91,3;91;
204;fudurense;9;254;322;91,3;95,1;91,3;91;
205;gebantie;8;254;320;91,3;95,4;91,3;91;
206;snengen;7;242;290;91,3;91,7;91,3;91;
207;drant;5;242;320;91,3;95,7;91,3;91;
208;callepaneel;11;255;292;91,3;92,1;91,3;91;
209;hekatie;7;274;342;92,3;91,4;91,4;91;
210;bermieken;9;269;308;91,4;94,5;91,4;91;
211;geslook;7;257;334;91,4;93,1;91,4;91;
212;stadderaar;10;245;346;91,4;93,6;91,4;91;
213;sastiem;7;233;334;91,4;91,8;91,4;91;
214;zwidde;6;249;319;94,5;91,4;91,4;91;
215;dimor;5;258;352;91,4;96,4;91,4;91;
216;doorwijns;9;246;287;91,4;92,3;91,4;91;
217;corrublindent;13;246;314;91,4;94,6;91,4;91;
218;nidasteren;10;246;353;91,4;95,2;91,4;91;
219;corlesitie;10;234;323;91,5;91,5;91,5;91;
220;sprans;6;238;296;94,3;91,5;91,5;91;
221;beklig;6;284;299;91,5;95,4;91,5;91;
222;trandellien;11;247;346;91,5;95,7;91,5;91;
223;zotenilisme;11;210;336;91,5;93,1;91,5;91;
224;lirultief;9;235;289;91,5;93,1;91,5;91;
225;vetactisch;10;235;335;91,5;92,5;91,5;91;
226;aderrief;8;276;285;93,9;91,5;91,5;91;
227;pimestarie;10;248;327;91,5;93,9;91,5;91;
228;nachteraan;10;248;332;91,5;94,3;91,5;91;
229;boegtaam;8;236;289;91,5;92,7;91,5;91;
230;doeperij;8;236;319;91,5;94,1;91,5;91;
231;slapioloog;10;263;323;94,0;91,5;91,5;91;
232;maarmarstig;11;249;360;91,5;93,6;91,5;91;
233;medormap;8;274;321;91,5;95,1;91,5;91;
234;atteen;6;237;314;91,6;95,6;91,6;91;
235;schobbalen;10;237;289;91,6;92,0;91,6;91;
236;steik;5;262;329;91,6;94,2;91,6;91;
237;gulpontig;9;225;301;91,6;96,5;91,6;91;
238;bijbarting;10;263;283;91,6;93,7;91,6;91;
239;wingstondig;11;225;301;93,0;91,6;91,6;91;
240;vestraaiing;11;225;301;93,0;91,6;91,6;91;
241;halnomen;8;251;325;91,6;93,5;91,6;91;
242;rolk;4;226;343;91,6;95,1;91,6;91;
243;gerdel;6;226;341;91,6;92,3;91,6;91;
244;kwetelijk;9;230;314;91,8;91,6;91,6;91;
245;drozing;7;265;289;93,2;91,6;91,6;91;
246;uithoktend;10;264;289;91,6;91,6;91,6;91;
247;verbrelen;9;264;328;91,6;91,7;91,6;91;
248;narzesiteit;11;239;281;91,6;93,6;91,6;91;
249;intundie;8;239;302;92,5;91,6;91,6;91;
250;tralaan;7;252;292;91,6;92,1;91,6;91;
251;ompuchtbaar;11;252;297;91,6;94,7;91,6;91;
252;korket;6;252;321;91,6;93,8;91,6;91;
253;manijn;6;227;318;91,7;96,0;91,7;91;
254;mokelijk;8;227;318;91,7;97,0;91,7;91;
255;snink;5;265;340;91,7;94,4;91,7;91;
256;algeziet;8;274;341;92,3;91,7;91,7;91;
257;berrillelijk;12;249;341;97,5;91,7;91,7;91;
258;wilheur;7;240;341;91,7;95,7;91,7;91;
259;slabiaan;8;240;277;91,7;95,1;91,7;91;
260;alapilitie;10;240;277;91,7;94,3;91,7;91;
261;krijterschap;12;215;316;91,7;92,3;91,7;91;
262;pizeur;6;222;291;94,3;91,7;91,7;91;
263;vervarden;9;291;345;91,7;93,3;91,7;91;
264;grazist;7;274;304;95,0;91,7;91,7;91;
265;eggenent;8;266;319;91,7;92,7;91,7;91;
266;blanstig;8;266;308;91,7;95,6;91,7;91;
267;cemepisch;9;266;340;91,7;93,8;91,7;91;
268;maloen;6;266;288;91,7;92,0;91,7;91;
269;stakrast;8;274;317;92,3;91,7;91,7;91;
270;bekelijk;8;251;279;93,3;91,7;91,7;91;
271;teper;5;241;344;91,7;92,4;91,7;91;
272;nartelijk;9;241;344;91,7;97,6;91,7;91;
273;cordinu;7;267;292;91,7;91,7;91,7;91;
274;studiediet;10;242;328;91,7;93,3;91,7;91;
275;taslon;6;242;328;91,7;94,5;91,7;91;
276;detig;5;255;318;91,7;93,4;91,7;91;
277;aandrapt;8;255;305;91,7;92,1;91,7;91;
278;invoekelijk;11;230;337;91,8;95,0;91,8;91;
279;wanomeren;9;230;314;91,8;94,0;91,8;91;
280;zuitend;7;243;347;91,8;93,0;91,8;91;
281;dobitoseren;11;243;289;91,8;93,4;91,8;91;
282;besprering;10;259;320;94,3;91,8;91,8;91;
283;kalzelen;8;256;327;91,8;95,2;91,8;91;
284;kleimig;7;256;355;91,8;95,0;91,8;91;
285;ziekelen;8;256;284;91,8;91,8;91,8;91;
286;berkluitig;10;269;346;91,8;92,4;91,8;91;
287;geeslook;8;269;311;91,8;93,2;91,8;91;
288;kinterogie;10;231;363;91,8;92,5;91,8;91;
289;reddine;7;231;321;91,8;95,4;91,8;91;
290;brog;4;244;308;91,8;91,8;91,8;91;
291;invisting;9;231;340;91,8;93,5;91,8;91;
292;restuinenswaardig;17;230;321;94,5;91,8;91,8;91;
293;tecastentie;11;239;321;93,0;91,8;91,8;91;
294;astienen;8;244;348;91,8;96,4;91,8;91;
295;zetidisch;9;244;309;91,8;93,9;91,8;91;
296;aangringen;10;244;308;91,8;92,8;91,8;91;
297;elbotomenteel;13;244;312;91,8;92,2;91,8;91;
298;ostemarkt;9;244;320;91,8;93,1;91,8;91;
299;begildig;8;233;334;94,1;91,8;91,8;91;
300;horps;5;270;318;91,8;96,7;91,8;91;
301;splimpen;8;270;297;91,8;94,0;91,8;91;
302;versellen;9;270;318;91,8;93,4;91,8;91;
303;noromares;9;275;283;93,9;91,8;91,8;91;
304;huistvrij;9;243;309;93,1;91,8;91,8;91;
305;ganriteur;9;273;335;95,0;91,8;91,8;91;
306;trekkaat;8;232;306;91,8;92,8;91,8;91;
307;heunel;6;245;321;91,8;93,1;91,8;91;
308;opongelen;9;245;353;91,8;94,6;91,8;91;
309;pinterlaarlijk;14;245;333;91,8;95,9;91,8;91;
310;schroerverei;12;245;353;91,8;94,3;91,8;91;
311;veriede;7;258;327;91,8;92,0;91,8;91;
312;koermink;8;258;301;91,8;93,7;91,8;91;
313;stiellijs;9;258;301;91,8;94,4;91,8;91;
314;vertijstheid;12;258;298;91,8;94,0;91,8;91;
315;kavinentose;11;271;337;91,8;94,1;91,8;91;
316;grageloog;9;246;341;91,9;94,4;91,9;91;
317;joming;6;246;313;91,9;96,3;91,9;91;
318;vehoenlijk;10;246;320;91,9;94,7;91,9;91;
319;flepen;6;259;299;91,9;94,4;91,9;91;
320;kieneling;9;266;311;92,1;91,9;91,9;91;
321;lagelen;7;266;311;94,5;91,9;91,9;91;
322;schiettikt;10;241;311;94,3;91,9;91,9;91;
323;koselaat;8;256;324;93,4;91,9;91,9;91;
324;blijns;6;260;275;91,9;97,7;91,9;91;
325;grankig;7;247;306;91,9;94,5;91,9;91;
326;altantiventie;13;234;323;91,9;93,8;91,9;91;
327;bermeerd;8;254;312;94,2;91,9;91,9;91;
328;krachteteel;11;247;336;91,9;92,2;91,9;91;
329;verwolper;9;247;361;91,9;95,0;91,9;91;
330;benebbel;8;236;300;96,0;91,9;91,9;91;
331;taben;5;261;333;91,9;94,9;91,9;91;
332;niekeling;9;235;334;91,9;95,6;91,9;91;
333;vonlastisch;11;235;334;91,9;94,3;91,9;91;
334;miakinaal;9;222;324;91,9;93,8;91,9;91;
335;aketolief;9;227;327;93,5;92,0;92,0;92;
336;mialaltiek;10;288;326;92,0;95,5;92,0;92;
337;topelig;7;262;288;92,0;93,4;92,0;92;
338;orjetier;8;249;319;92,0;95,7;92,0;92;
339;fibrattaren;11;249;307;92,0;95,5;92,0;92;
340;vikoor;6;236;306;92,0;95,9;92,0;92;
341;verscheeg;9;242;328;92,6;92,0;92,0;92;
342;hetetiekorps;12;210;336;92,0;92,2;92,0;92;
343;fortorij;8;302;315;92,0;92,3;92,0;92;
344;vlum;4;276;285;92,0;94,8;92,0;92;
345;soddet;6;276;285;92,0;93,7;92,0;92;
346;tegissant;9;263;330;92,0;93,3;92,0;92;
347;halboeglijk;11;263;316;92,0;94,7;92,0;92;
348;verdaspen;9;263;316;92,0;95,0;92,0;92;
349;schurding;9;263;316;92,0;95,3;92,0;92;
350;vejarist;8;263;345;92,0;94,8;92,0;92;
351;kiksel;6;237;307;92,0;93,8;92,0;92;
352;zergulatie;10;277;327;92,0;94,2;92,0;92;
353;gussiraal;9;264;302;92,0;96,5;92,0;92;
354;voseraar;8;264;327;92,0;92,9;92,0;92;
355;statsen;7;268;317;93,7;92,0;92,0;92;
356;apennatig;9;243;317;92,6;92,0;92,0;92;
357;terasonaren;11;270;304;92,6;92,0;92,0;92;
358;creromaren;10;265;316;92,1;92,3;92,1;92;
359;frieperd;8;265;316;92,1;95,0;92,1;92;
360;grateusel;9;255;292;92,2;92,1;92,1;92;
361;lepij;5;239;298;92,1;94,3;92,1;92;
362;surisie;7;239;298;92,1;92,2;92,1;92;
363;doning;6;226;319;92,1;95,4;92,1;92;
364;locaan;6;226;343;92,1;95,4;92,1;92;
365;messtaad;8;266;305;92,1;94,1;92,1;92;
366;schokeldijn;11;253;312;92,1;96,6;92,1;92;
367;erkeur;6;240;293;92,1;93,9;92,1;92;
368;tinpeloos;9;240;329;92,1;94,2;92,1;92;
369;bedijgbaar;10;240;322;92,1;93,5;92,1;92;
370;berstaling;10;240;308;92,1;93,8;92,1;92;
371;dymkactisch;11;227;314;92,1;96,3;92,1;92;
372;echterijn;9;227;310;92,1;92,9;92,1;92;
373;rumrokking;10;227;318;92,1;97,0;92,1;92;
374;ibbens;6;254;320;92,1;93,8;92,1;92;
375;werium;6;228;305;92,2;94,1;92,2;92;
376;hapueel;7;244;322;93,1;92,2;92,2;92;
377;geldel;6;255;318;92,2;93,4;92,2;92;
378;clormisch;9;255;313;92,2;92,6;92,2;92;
379;caflonsis;9;255;325;92,2;97,4;92,2;92;
380;grarieel;8;264;309;92,8;92,2;92,2;92;
381;kleffier;8;244;309;92,7;92,2;92,2;92;
382;prikezie;8;242;322;92,2;93,5;92,2;92;
383;pakpaustine;11;242;320;92,2;94,7;92,2;92;
384;otlikisme;9;242;328;92,2;94,9;92,2;92;
385;jagradieel;10;240;323;95,6;92,2;92,2;92;
386;wedigrafisch;12;256;318;92,2;93,0;92,2;92;
387;letmiek;7;243;327;92,2;95,8;92,2;92;
388;afrepent;8;216;313;92,2;94,6;92,2;92;
389;honcretie;9;270;302;92,2;93,4;92,2;92;
390;tistorie;8;270;304;92,2;93,1;92,2;92;
391;prokomoren;10;230;336;92,2;95,9;92,2;92;
392;waanderijks;11;230;297;92,2;93,6;92,2;92;
393;oppumetie;9;250;298;92,4;92,2;92,2;92;
394;asdanonaal;10;244;330;92,2;95,5;92,2;92;
395;aanstildelijk;13;250;339;95,4;92,2;92,2;92;
396;ablociltuur;11;254;312;92,5;92,2;92,2;92;
397;deharstructie;13;259;299;93,5;92,3;92,3;92;
398;mekontaan;9;272;310;92,3;95,2;92,3;92;
399;inschubelijk;12;272;307;92,3;93,5;92,3;92;
400;atendueen;9;245;314;92,3;93,3;92,3;92;
401;vesolcineerd;12;245;314;92,3;93,3;92,3;92;
402;valetig;7;218;319;92,3;95,4;92,3;92;
403;plisterig;9;265;327;92,5;92,3;92,3;92;
404;geschiend;9;227;327;93,5;92,3;92,3;92;
405;pabroos;7;243;327;94,4;92,3;92,3;92;
406;hapiek;6;250;300;92,4;92,3;92,3;92;
407;larton;6;219;336;92,3;93,4;92,3;92;
408;ligittie;8;219;352;92,3;96,4;92,3;92;
409;keumige;7;239;315;93,4;92,3;92,3;92;
410;safetantie;10;274;303;92,3;93,7;92,3;92;
411;drapolen;8;233;336;92,3;92,8;92,3;92;
412;venterm;7;247;346;92,3;93,9;92,3;92;
413;vereberend;10;261;291;92,3;94,9;92,3;92;
414;sonspering;10;276;330;92,8;92,3;92,3;92;
415;ontzuppen;9;275;311;92,3;94,2;92,3;92;
416;vlox;4;262;344;95,2;92,4;92,4;92;
417;meeuwelin;9;234;323;92,4;95,1;92,4;92;
418;cagstentieel;12;224;317;93,0;92,4;92,4;92;
419;ematintatie;11;262;320;92,4;93,4;92,4;92;
420;krepadetie;10;262;324;92,4;95,1;92,4;92;
421;pluwelaan;9;262;324;92,4;93,2;92,4;92;
422;afbas;5;221;331;94,3;92,4;92,4;92;
423;pronvettist;11;257;345;94,3;92,4;92,4;92;
424;veding;6;229;290;94,0;92,4;92,4;92;
425;marwetisch;10;240;290;93,4;92,4;92,4;92;
426;ellepitie;9;235;304;92,4;94,1;92,4;92;
427;rerdaturaat;11;235;309;92,4;95,2;92,4;92;
428;calalect;8;263;301;92,4;93,7;92,4;92;
429;gepoping;8;263;316;92,4;96,3;92,4;92;
430;trirvioen;9;277;326;92,4;95,2;92,4;92;
431;volstutig;9;249;305;92,8;92,4;92,4;92;
432;slimmelen;9;235;319;92,8;92,4;92,4;92;
433;belleemheid;11;223;338;92,4;93,5;92,4;92;
434;conjentralen;12;237;300;92,4;95,4;92,4;92;
435;tretting;8;237;300;92,4;92,6;92,4;92;
436;pideletuur;10;237;300;92,4;93,3;92,4;92;
437;konnelig;8;251;329;92,5;93,9;92,5;92;
438;gesiel;6;265;289;92,5;93,4;92,5;92;
439;kroden;6;266;305;92,5;92,8;92,5;92;
440;feis;4;238;349;92,5;93,7;92,5;92;
441;pleuts;6;238;329;92,5;93,0;92,5;92;
442;dierin;6;244;308;94,8;92,5;92,5;92;
