nr;Band;spelling;Word length;Verschil_Belgie_Nederland;Medium-Young;Medium-Old;Verschil_m_vr;n.obs;irt.prevalence;z.irt.prevalence;prevalence;z.prevalence;In_lijst1;In_lijst2;In-Lijst3;In_lijst4;Google_frequency;SUBTLEX_frequency;Log_Google_frequency;Log_SUBTLEX_frequency
1627;41;homeostase;10;-2;4,2;5,9;-5,3;301;0,777788663;0,764746225;0,754152824;0,647807236;W;W;W;W;504;0,27;2,702430536;-0,568636236
1628;41;futselen;8;-4;5,8;1,6;-4,8;365;0,791490198;0,811602765;0,764383562;0,678158452;W;W;W;W;72;;1,857332496;
1629;41;groenheid;9;-5,2;-4,2;-6,4;-3;328;0,786365943;0,793875157;0,759146341;0,662545084;W;W;W;W;213;;2,328379603;
1630;41;blondheid;9;2;-6,7;-3;0,2;324;0,78217556;0,779561745;0,75617284;0,653751986;W;W;W;W;134;;2,127104798;
1631;41;messnee;7;-3,6;6,5;-0,8;-0,2;364;0,779617457;0,770901891;0,758241758;0,659864699;W;W;W;W;7;;0,84509804;
1632;41;leesgraag;9;-0,6;-7,6;1,8;1,6;329;0,777667025;0,764337826;0,753799392;0,646769469;W;W;W;W;116;;2,064457989;
1633;41;benijder;8;-0,4;6,4;5,6;4,8;347;0,787701657;0,798471911;0,757925072;0,658927442;W;W;W;W;9;;0,954242509;
1634;41;zilverig;8;-1,5;-5,7;-6,7;4,4;358;0,784840514;0,788645941;0,754189944;0,647916271;W;W;W;W;893;;2,950851459;
1635;41;narijden;8;2,7;6,3;-6,9;1;325;0,783703548;0,784762373;0,763076923;0,674247703;W;W;W;W;4;;0,602059991;
1636;41;katalyse;8;8,5;5,2;0,8;7,8;336;0,777080283;0,762369617;0,74702381;0,627006824;W;W;W;W;336;;2,526339277;
1637;41;spokerig;8;1,1;-5,5;-6,2;5,5;333;0,797876774;0,83406128;0,771771772;0,700470321;W;W;W;W;2;;0,301029996;
1638;41;afkrabsel;9;6;2,5;-1,2;1,1;340;0,803397421;0,853819228;0,776470588;0,71484329;W;W;W;W;0;;0;
1639;41;zatheid;7;5,6;-1,2;2,2;-0,9;342;0,799546427;0,840002211;0,774853801;0,709881251;W;W;W;W;145;;2,161368002;
1640;41;onsubtiel;9;6,1;-4,1;1,4;4,5;321;0,789267866;0,803883487;0,76635514;0,684079076;W;W;W;W;76;;1,880813592;
1641;42;stamgod;7;-0,8;-1,1;-3,5;-3,5;336;0,759166926;0,703625305;0,735119048;0,592861554;W;W;W;W;190;;2,278753601;
1642;42;instulping;10;8;7,2;-0,3;0,6;344;0,7672483;0,729814795;0,744186047;0,618802445;W;W;W;W;45;;1,653212514;
1643;42;oproeien;8;-0,9;-1,7;-2,6;-0,5;358;0,75933561;0,704167;0,737430168;0,599435242;W;W;W;W;363;0,02;2,559906625;-1,698970004
1644;42;omdoping;8;-1,6;-4,8;6,2;-4,2;330;0,765366881;0,723673449;0,745454545;0,622464677;W;W;W;W;76;;1,880813592;
1645;42;rotskunst;9;0,4;-0,2;-5,9;4,8;331;0,766756133;0,728205608;0,746223565;0,62468895;W;W;W;W;205;;2,311753861;
1646;42;xenofilie;9;0,9;0,1;-5,4;0,5;330;0,763396893;0,717272109;0,733333333;0,587799817;W;W;W;W;144;;2,158362492;
1647;42;steilte;7;-5,6;0,2;-5,4;7,8;340;0,763776036;0,718501817;0,741176471;0,610146591;W;W;W;W;439;;2,64246452;
1648;42;zaakkundig;10;1,1;1;0,8;-8,8;311;0,771961334;0,745321591;0,745980707;0,623986188;W;W;W;W;64;;1,806179974;
1649;42;animaal;7;7.1;6;-8;3.1;341;0,759164018;0,70361597;0,73313783;0,587246565;W;W;W;W;877;0,11;2,942999593;-0,958607315
1650;42;casseren;8;-5,1;-6,2;1,5;1,2;326;0,756797698;0,696038685;0,733128834;0,587221113;W;W;W;W;185;;2,267171728;
1651;42;ordinaat;8;3,4;2,3;-2,4;6,4;354;0,774695109;0,754398815;0,742937853;0,615206919;W;W;W;W;56;;1,748188027;
1652;42;tokken;6;4,3;3,2;-0,9;-2;359;0,775334243;0,756529963;0,749303621;0,633628771;W;W;W;W;188;;2,274157849;
1653;42;zinsbedrog;10;-5,1;-2,9;-2,3;0,4;317;0,766390339;0,727010829;0,744479495;0,619648909;W;W;W;W;657;;2,81756537;
1654;42;rioleren;8;-3,2;-0,5;-0,2;0,7;358;0,761730329;0,71187959;0,734636872;0,591493298;W;W;W;W;2;;0,301029996;
1655;42;spinnig;7;-0,9;-5,3;-1;-1,8;372;0,765803113;0,725094963;0,741935484;0,61232526;W;W;W;W;7;;0,84509804;
1656;42;bemoeiing;9;3,4;-7,3;-8,8;-3,6;281;0,758405138;0,701181547;0,736654804;0,597226945;W;W;W;W;396;;2,597695186;
1657;42;ontzinken;9;4,6;3,5;0,1;-0,5;356;0,749459395;0,672789512;0,724719101;0,563589245;W;W;W;W;134;;2,127104798;
1658;42;eedbreuk;8;2,9;-4;-5,7;1,4;338;0,776621225;0,76083178;0,74852071;0,631351606;W;W;W;W;74;;1,86923172;
1659;42;doldriftig;10;3,6;8,5;-4,4;-3,7;332;0,751474318;0,679136523;0,725903614;0,566898516;W;W;W;W;106;;2,025305865;
1660;42;doorgankelijk;13;5,8;1,7;-8;-9,7;347;0,75537702;0,691508629;0,734870317;0,592155601;W;W;W;W;75;;1,875061263;
1661;42;planterij;9;-3,5;-1,9;9,1;5,3;352;0,758421087;0,701232667;0,732954545;0,586728053;W;W;W;W;8;;0,903089987;
1662;42;gloeierig;9;6,6;-9,4;-3,4;-4,2;341;0,762405379;0,714061353;0,739002933;0,603923614;W;W;W;W;1;;0;
1663;42;dedicatie;9;9,9;4,6;9,4;-3,2;333;0,762656944;0,714875283;0,741741742;0,611768867;W;W;W;W;660;;2,819543936;
1664;42;eelterig;8;9,1;-9,1;-6,8;8,1;335;0,775260088;0,756282524;0,746268657;0,624819467;W;W;W;W;0;;0;
1665;42;halfdek;7;-3,4;-1;-6,8;-1,5;346;0,769722927;0,737934674;0,742774566;0,614737147;W;W;W;W;157;0,27;2,195899652;-0,568636236
1666;42;rationale;9;-1;-1,3;6,6;-3,5;336;0,763484928;0,717557545;0,738095238;0,601331748;W;W;W;W;2520;;3,401400541;
1667;42;statica;7;-1,1;-1,9;-7;4,3;343;0,754735084;0,689466365;0,728862974;0,575193631;W;W;W;W;711;;2,851869601;
1668;42;pruttelig;9;-1,9;2,1;-1,5;-8,1;340;0,763795594;0,71856528;0,738235294;0,601731406;W;W;W;W;1;;0;
1669;42;ecstasy;7;0,8;5,7;2,3;8,3;310;0,769927143;0,738606931;0,74516129;0,621617291;W;W;W;W;1670;1,12;3,222716471;0,049218023
1670;42;snijdsel;8;-6,8;4,7;-2,7;1,3;302;0,768949607;0,735392012;0,738410596;0,602231775;W;W;W;W;50;;1,698970004;
1671;42;repulsie;8;9,7;10,4;-4,7;5,2;346;0,757204039;0,697336993;0,731213873;0,581811523;W;W;W;W;40;;1,602059991;
1672;42;omtollen;8;-5,3;5,4;-4,8;-8,6;347;0,768344834;0,733406835;0,737752161;0,600353166;W;W;W;W;0;;0;
1673;42;heterofilie;11;6,8;-0,5;-5,9;4,2;305;0,752461411;0,682255862;0,727868852;0,57240271;W;W;W;W;1;;0;
1674;42;polynoom;8;-6,7;-2,4;6,8;2,9;346;0,776336931;0,759880301;0,748554913;0,631451021;W;W;W;W;174;;2,240549248;
1675;42;hersmeden;9;7;0,2;-6,6;4,8;324;0,75513683;0,690744148;0,728395062;0,573879446;W;W;W;W;63;;1,799340549;
1676;42;chromen;7;-8.6;0.4;-0.5;-6.7;343;0,751422455;0,678972809;0,725947522;0,567021303;W;W;W;W;490;0,25;2,69019608;-0,602059991
1677;42;zinking;7;-4,6;-7,4;5,9;-4,7;311;0,748729422;0,670496784;0,723472669;0,560113637;W;W;W;W;85;;1,929418926;
1678;42;afdoener;8;-6,5;-6,3;-5;-7,5;333;0,747304439;0,666031258;0,726726727;0,569201771;W;W;W;W;5;;0,698970004;
1679;42;routeren;8;-4,2;-1,5;7,3;-0,2;331;0,756921373;0,696433717;0,734138973;0,590081589;W;W;W;W;35;;1,544068044;
1680;42;enigst;6;-7,3;4,5;1,6;-2,5;356;0,769914073;0,738563898;0,741573034;0,611284522;W;W;W;W;387;0,3;2,587710965;-0,522878745
1681;43;plagiator;9;0,2;4;0,8;-1,3;325;0,738994845;0,640249647;0,713846154;0,533493069;W;W;W;W;292;;2,465382851;
1682;43;keisteen;8;-2,6;4,4;-4,7;-4;346;0,714038542;0,565221793;0,699421965;0,494294419;W;W;W;W;226;;2,354108439;
1683;43;aversief;8;7,2;4,9;-4,6;-9;357;0,72249283;0,590263003;0,703081232;0,50416468;W;W;W;W;61;;1,785329835;
1684;43;fenotype;8;5.6;-5.5;8.6;4.8;363;0,727226279;0,604445575;0,70523416;0,509994812;W;W;W;W;307;;2,487138375;
1685;43;traverseren;11;10.1;-4.1;3.3;-0.1;342;0,74348512;0,654127353;0,716374269;0,540446874;W;W;W;W;10;;1;
1686;43;verderfenis;11;-0,9;5,3;2,7;3;326;0,736070811;0,631278599;0,714723926;0,535904521;W;W;W;W;8;;0,903089987;
1687;43;reticulair;10;1,3;3,9;-1,4;-2,2;358;0,726566408;0,602461198;0,706703911;0,513984869;W;W;W;W;76;;1,880813592;
1688;43;periculeus;10;3,8;4,6;8,3;-7,5;303;0,741560289;0,648163168;0,722772277;0,558163601;W;W;W;W;80;;1,903089987;
1689;43;kruisarm;8;-4;4,4;2,6;-4,2;315;0,728185746;0,607335163;0,711111111;0,525999019;W;W;W;W;42;;1,62324929;
1690;43;taxonoom;8;4,7;2,3;-3,3;-2,5;337;0,745823064;0,661403049;0,721068249;0,553428064;W;W;W;W;180;;2,255272505;
1691;43;universaliteit;14;4,3;-7,5;-9;1,9;352;0,722342385;0,589814186;0,704545455;0,50812792;W;W;W;W;2040;;3,309630167;
1692;43;libertair;9;4,5;3,2;5;5;318;0,743800748;0,655107561;0,720125786;0,550814262;W;W;W;W;702;;2,846337112;
1693;43;prothesis;9;6,3;1;8,1;2,3;326;0,719638408;0,581767669;0,696319018;0,485962343;W;W;W;W;173;;2,238046103;
1694;43;ijsschuit;9;-5,8;-0,4;-4,8;-1,2;376;0,715375576;0,569158108;0,691489362;0,473060225;W;W;W;W;77;;1,886490725;
1695;43;vistrip;7;-3;1,8;-5,7;0,4;364;0,744329919;0,656752359;0,71978022;0,549856821;W;W;W;W;4;;0,602059991;
1696;43;kwallig;7;0,8;-8,3;-8,6;-3,1;364;0,728643763;0,608716342;0,703296703;0,504747401;W;W;W;W;10;;1;
1697;43;inbegrip;8;3,1;5,6;-4,1;-0,2;323;0,731696742;0,617952704;0,705882353;0,511753512;W;W;W;W;5440;0,3;3,7355989;-0,522878745
1698;43;conciliatie;11;3.7;4.1;-9.8;-2;310;0,728271876;0,607594803;0,7;0,495850347;W;W;W;W;514;;2,710963119;
1699;43;zandkop;7;1,6;1,1;-4,4;4;347;0,726635594;0,602669146;0,703170029;0,504404801;W;W;W;W;3;;0,477121255;
1700;43;woeling;7;2,5;5,1;0,1;3,5;360;0,741983767;0,64947335;0,716666667;0,541252823;W;W;W;W;344;;2,536558443;
1701;43;insolide;8;8,3;5,6;8,3;2,5;339;0,723347804;0,592815859;0,707964602;0,517413903;W;W;W;W;3;;0,477121255;
1702;43;boogarm;7;1,1;4,6;-1,2;7,3;366;0,73676496;0,633403654;0,710382514;0,524007643;W;W;W;W;1;;0;
1703;43;fonoloog;8;4,7;1,8;-4,2;-7,7;310;0,735943101;0,630887941;0,719354839;0,548678933;W;W;W;W;88;;1,944482672;
1704;43;hartroerend;11;-8,5;2,2;-9;-3,7;318;0,715814922;0,570453493;0,688679245;0,465589397;W;W;W;W;349;;2,542825427;
1705;43;hymnisch;8;-3,4;6,9;0;-3,9;360;0,716728732;0,573150884;0,694444444;0,480945047;W;W;W;W;226;;2,354108439;
1706;43;wasvat;6;4,5;-2,2;-6,6;5,8;317;0,740805236;0,645829892;0,719242902;0,548369105;W;W;W;W;47;;1,672097858;
1707;43;annoteren;9;-8,9;8,6;8,7;5,2;299;0,741492061;0,647952183;0,719063545;0,547872774;W;W;W;W;627;;2,797267541;
1708;43;brongas;7;1,5;-3,1;-6,5;1,9;348;0,725388827;0,598925829;0,701149425;0,498947894;W;W;W;W;5;;0,698970004;
1709;43;depreciatie;11;7,9;8;-4,6;9,5;373;0,743344126;0,653689687;0,715817694;0,538913733;W;W;W;W;727;;2,861534411;
1710;43;bijenstal;9;-5,9;1,4;-7,6;-6,2;310;0,724729197;0,596948737;0,709677419;0,522082482;W;W;W;W;413;;2,615950052;
1711;43;slijping;8;-0,4;-6,8;0,1;-4;335;0,745252038;0,659622793;0,71641791;0,540567143;W;W;W;W;2;;0,301029996;
1712;43;bekruisen;9;4,5;-8,5;-7,9;-3,9;315;0,723550811;0,593422584;0,698412698;0,491580583;W;W;W;W;57;;1,755874856;
1713;43;idiomatisch;11;2,2;8,3;-9,3;3,9;303;0,721577471;0,587534097;0,693069307;0,477272182;W;W;W;W;473;;2,674861141;
1714;43;zuursel;7;-1,6;7,5;-5,3;4,1;363;0,736924721;0,633893148;0,710743802;0,524994842;W;W;W;W;70;;1,84509804;
1715;43;notulant;8;-4,5;-9,6;-5,1;-1,9;363;0,726505933;0,602279454;0,702479339;0,502537819;W;W;W;W;87;;1,939519253;
1716;43;deprivatie;10;3,2;7,7;-4,1;-5,5;343;0,733632856;0,623837533;0,714285714;0,534700258;W;W;W;W;645;0,09;2,809559715;-1,045757491
1717;43;drijftol;8;-3,4;-7,6;-1,8;-4,8;344;0,731877724;0,61850189;0,712209302;0,529004504;W;W;W;W;9;;0,954242509;
1718;43;poezig;6;5,9;-7,7;4,6;4,7;374;0,727423677;0,605039659;0,70855615;0,519024989;W;W;W;W;216;;2,334453751;
1719;43;morzelen;8;2,2;-9,4;-5,4;-2,3;345;0,7144747;0,566504904;0,692753623;0,47642993;W;W;W;W;4;;0,602059991;
1720;43;titelen;7;1,1;6,5;1,2;-1,4;311;0,722433602;0,590086296;0,697749196;0,48979845;W;W;W;W;116;;2,064457989;
1721;44;totaliter;9;2.6;8.4;-8.4;-9;350;0,677707224;0,461296978;0,66;0,3907257;W;W;W;W;219;;2,340444115;
1722;44;snottig;7;5,6;3;-3,8;1;321;0,68910708;0,493320932;0,669781931;0,415994087;W;W;W;W;2;;0,301029996;
1723;44;witoog;6;-4,3;3,5;-2,9;-4;343;0,691027262;0,49876425;0,664723032;0,402893954;W;W;W;W;179;;2,252853031;
1724;44;stuifbal;8;-0,7;4,6;0,5;-0,4;346;0,701620026;0,529065594;0,679190751;0,440551705;W;W;W;W;3;;0,477121255;
1725;44;uitvangen;9;-1,1;0,2;-2,4;0,8;333;0,692898758;0,504083808;0,672672673;0,423511758;W;W;W;W;4;;0,602059991;
1726;44;aangieten;9;0,8;1,8;4,2;4,5;320;0,682372967;0,474344776;0,65625;0,381105455;W;W;W;W;7;;0,84509804;
1727;44;lobberig;8;-5,4;3;-1;1,9;332;0,69158437;0,500346297;0,671686747;0,420945087;W;W;W;W;0;;0;
1728;44;humiliatie;10;-1.4;-9.5;-1.2;7.7;321;0,682203621;0,473869798;0,660436137;0,3918469;W;W;W;W;2;;0,301029996;
1729;44;bezemklas;9;-3,7;3,2;-5,7;-0,1;357;0,707125458;0,545006447;0,68907563;0,466641623;W;W;W;W;87;;1,939519253;
1730;44;codeur;6;2,4;-6,5;-3,4;-0,8;357;0,707666718;0,546581088;0,680672269;0,444442504;W;W;W;W;104;0,07;2,017033339;-1,15490196
1731;44;cellijn;7;-2,7;0,7;5;-3,3;346;0,679685951;0,466820794;0,664739884;0,402937478;W;W;W;W;61;;1,785329835;
1732;44;bekappen;8;-0,6;0,2;0,8;-4,4;317;0,680146051;0,468107245;0,65615142;0,380853036;W;W;W;W;9;;0,954242509;
1733;44;zegswijs;8;1;4,3;-4,5;-9,5;343;0,70006077;0,524575303;0,673469388;0,425587894;W;W;W;W;26;;1,414973348;
1734;44;demissie;8;5,9;-3,9;1,8;4,4;338;0,69089818;0,498397867;0,674556213;0,428422982;W;W;W;W;205;;2,311753861;
1735;44;inbuiging;9;2,2;-6,4;3,4;3,7;345;0,677979607;0,462056524;0,657971014;0,385516111;W;W;W;W;5;;0,698970004;
1736;44;endemie;7;2.8;2.9;-10.5;6.1;347;0,689838602;0,495392912;0,665706052;0,40543403;W;W;W;W;138;;2,139879086;
1737;44;siersel;7;4,5;4,5;-0,7;0,2;343;0,708206395;0,548152477;0,682215743;0,448503186;W;W;W;W;204;;2,309630167;
1738;44;wolgoed;7;-1;2,6;-0,3;0,8;360;0,696568624;0,514556811;0,677777778;0,436847122;W;W;W;W;2;;0,301029996;
1739;44;soezig;6;-6,3;2,7;9,1;-1;289;0,687948714;0,490044271;0,660899654;0,393039026;W;W;W;W;79;;1,897627091;
1740;44;zijschip;8;5,9;-0,7;-1,1;-2,1;317;0,682790017;0,475514969;0,662460568;0,397057687;W;W;W;W;51;;1,707570176;
1741;44;spikkelen;9;2,5;2,5;2,6;-6,7;335;0,692372144;0,50258552;0,668656716;0,413074217;W;W;W;W;6;;0,77815125;
1742;44;wortelig;8;-1,9;-0,4;5,2;6,7;332;0,703657912;0,53495037;0,680722892;0,444575569;W;W;W;W;2;;0,301029996;
1743;44;stribbeling;11;4;-3,9;6,6;1,5;344;0,686393724;0,485653931;0,668604651;0,412939196;W;W;W;W;5;;0,698970004;
1744;44;nestvlieder;11;-6,1;5,6;-9,5;-2,6;324;0,679267543;0,465651583;0,660493827;0,391995243;W;W;W;W;54;;1,73239376;
1745;44;pedologie;9;-5,3;0,9;-5,9;8,6;339;0,694742373;0,509338104;0,675516224;0,430930131;W;W;W;W;191;;2,281033367;
1746;44;onberijmd;9;-6,9;4,4;-1,3;0,9;324;0,701959238;0,530043857;0,682098765;0,448195174;W;W;W;W;7;;0,84509804;
1747;44;overjagen;9;6,9;5,1;-1,5;-0,6;332;0,710373337;0,554475709;0,686746988;0,46046746;W;W;W;W;2;;0,301029996;
1748;44;subsidiariteit;14;-4,6;-5,9;2,8;7,5;331;0,69149887;0,500103416;0,673716012;0,426230936;W;W;W;W;1790;;3,252853031;
1749;44;uitkeping;9;9,3;0,2;2,3;-3,9;337;0,699724017;0,523606923;0,679525223;0,441429517;W;W;W;W;1;;0;
1750;44;afraken;7;2;2,2;-7,7;-2,4;330;0,685389711;0,482824185;0,660606061;0,392283864;W;W;W;W;229;0,09;2,359835482;-1,045757491
1751;44;sufferig;8;9,4;-6,3;-7,2;5,3;345;0,680601402;0,469381184;0,666666667;0,407918741;W;W;W;W;70;;1,84509804;
1752;44;reflexief;9;7,7;4,7;-6,1;-7,7;329;0,694851343;0,509649106;0,671732523;0,421064194;W;W;W;W;1340;;3,127104798;
1753;44;biggelen;8;-5.4;10.2;-7.4;-10.1;307;0,676887487;0,459012727;0,654723127;0,377198549;W;W;W;W;461;;2,663700925;
1754;44;peigeren;8;7,6;5,4;-7,5;1,2;359;0,687348362;0,488348129;0,674094708;0,427218681;W;W;W;W;73;0,11;1,86332286;-0,958607315
1755;44;gloeiing;8;10.1;-4;-9.2;2.3;337;0,693606807;0,506100093;0,670623145;0,418179307;W;W;W;W;119;;2,075546961;
1756;44;gezwem;6;0;7,3;3,8;-7,9;315;0,676725819;0,458562514;0,657142857;0,383392759;W;W;W;W;0;;0;
1757;44;aansmeden;9;7,5;2,3;2,2;3,3;346;0,712314883;0,560160109;0,687861272;0,463419668;W;W;W;W;0;;0;
1758;44;ijsbeen;7;-8;3,3;4,8;5,3;349;0,703532128;0,534586612;0,679083095;0,440269235;W;W;W;W;4;;0,602059991;
1759;44;voorwal;7;-7,1;0,8;5,4;5,5;377;0,684503096;0,480328526;0,665782493;0,40563166;W;W;W;W;2;;0,301029996;
1760;44;uitham;6;0;2,4;-9;-4,9;356;0,698980085;0,521469382;0,68258427;0,449473823;W;W;W;W;231;;2,36361198;
1761;45;morrig;6;2,9;-1,9;8,9;4,5;348;0,665681279;0,428018787;0,646551724;0,356385717;W;W;W;W;4;;0,602059991;
1762;45;omdwalen;8;-4,8;-3,3;2,5;1,5;346;0,667637238;0,433398178;0,650289017;0,36588503;W;W;W;W;6;;0,77815125;
1763;45;afbietsen;9;-3,7;-5,1;-2,6;-5,7;333;0,666222319;0,429505541;0,648648649;0,361711587;W;W;W;W;1;;0;
1764;45;flinterig;9;-0,4;5,3;-9;-2;348;0,63614881;0,348183499;0,614942529;0,277222589;W;W;W;W;3;;0,477121255;
1765;45;pokkig;6;4,8;2,7;-3,4;1,9;341;0,655981703;0,401520981;0,636363636;0,330649713;W;W;W;W;4;;0,602059991;
1766;45;etheen;6;3,4;2;3,2;6;310;0,657032886;0,404378744;0,635483871;0,328437828;W;W;W;W;219;;2,340444115;
1767;45;prohibitief;11;4.4;5.9;7.9;9.4;348;0,670149361;0,440325634;0,652298851;0,37100718;W;W;W;W;160;;2,204119983;
1768;45;atomist;7;7.6;-4.8;9.4;0.4;324;0,655940955;0,401410269;0,638888889;0,337007679;W;W;W;W;213;;2,328379603;
1769;45;impenetrabel;12;0.5;1.6;-4.7;7.3;343;0,649970187;0,385239978;0,632653061;0,321331505;W;W;W;W;3;;0,477121255;
1770;45;cholerisch;10;2,6;2,9;-8,6;-5,7;337;0,671176485;0,44316412;0,652818991;0,372334363;W;W;W;W;512;;2,709269961;
1771;45;hagelsnoer;10;1,4;3,8;-1,6;1,1;319;0,649365161;0,383607099;0,626959248;0,307086636;W;W;W;W;4;;0,602059991;
1772;45;histologie;10;0.7;-10.3;-8.2;0.4;337;0,659675658;0,411578102;0,640949555;0,342206033;W;W;W;W;980;;2,991226076;
1773;45;cesarisme;9;1,6;4,8;-4,7;-0,6;343;0,661373449;0,416214429;0,641399417;0,343342106;W;W;W;W;8;;0,903089987;
1774;45;raagbol;7;-3;-1,8;1,4;5,8;354;0,638972527;0,355713751;0,618644068;0,286394129;W;W;W;W;30;;1,477121255;
1775;45;knevelwet;9;-4,1;0,4;-5,8;4,3;330;0,675184214;0,454274077;0,651515152;0,369008737;W;W;W;W;3;;0,477121255;
1776;45;knarsing;8;2,2;-4,1;5,8;-4,7;360;0,655288213;0,399637442;0,638888889;0,337007679;W;W;W;W;5;;0,698970004;
1777;45;pletteren;9;-1,7;-5,8;-5,2;-0,4;318;0,654354143;0,397102721;0,635220126;0,32777504;W;W;W;W;82;;1,913813852;
1778;45;inexact;7;1,4;-5,4;3,2;-5,2;338;0,665866758;0,42852837;0,644970414;0,352376114;W;W;W;W;216;;2,334453751;
1779;45;armengoed;9;-5,9;4,9;-1,8;1,4;325;0,675498912;0,455148823;0,658461538;0,386774608;W;W;W;W;2;;0,301029996;
1780;45;defectief;9;-3,6;-8,5;2,9;7,1;343;0,669953291;0,439784193;0,647230321;0,358108136;W;W;W;W;57;;1,755874856;
1781;45;invangen;8;-8;-0,9;-4,2;-5,2;342;0,641438998;0,362307834;0,622807018;0,296737838;W;W;W;W;41;;1,612783857;
1782;45;sidderrog;9;7,9;5,8;-3,8;6,2;328;0,646126594;0,374883901;0,62804878;0,30980754;W;W;W;W;122;;2,086359831;
1783;45;incidentie;10;4.6;-5.6;-8.6;-8.3;358;0,668770043;0,436519418;0,650837989;0,36728315;W;W;W;W;1370;;3,136720567;
1784;45;tolplan;7;4,6;4,3;-7,2;5,1;345;0,644877123;0,371526054;0,628985507;0,312148675;W;W;W;W;1;;0;
1785;45;gruizelen;9;4,2;-5,9;-6,5;-2;340;0,653635312;0,395153814;0,638235294;0,335360791;W;W;W;W;6;;0,77815125;
1786;45;pijniger;8;-2,2;-5,6;-8,1;2,4;331;0,635316332;0,345967238;0,619335347;0,288109606;W;W;W;W;6;;0,77815125;
1787;45;geschuind;9;0,2;6;-7,1;6,9;315;0,658197648;0,407549149;0,638095238;0,335008005;W;W;W;W;8;;0,903089987;
1788;45;hoornuil;8;6,5;4,2;-5,4;0,6;351;0,637580219;0,351998267;0,621082621;0,292449429;W;W;W;W;5;;0,698970004;
1789;45;oculeren;8;-7,3;0,3;-0,9;-0,4;327;0,665451638;0,427388032;0,648318043;0,36087122;W;W;W;W;81;;1,908485019;
1790;45;nazin;5;6,9;-0,2;1,9;4,6;332;0,634565717;0,343970375;0,614457831;0,276023365;W;W;W;W;172;;2,235528447;
1791;45;dompen;6;-1,5;-7,4;1,1;0,7;339;0,663053933;0,420812322;0,648967552;0,362522448;W;W;W;W;84;;1,924279286;
1792;45;smelterig;9;6,5;-8,7;-1,5;2,9;352;0,639716149;0,357700176;0,627840909;0,309288244;W;W;W;W;2;;0,301029996;
1793;45;blokmaker;9;-0,1;-6,8;1,1;4,3;358;0,642481871;0,365100674;0,620111732;0,29003729;W;W;W;W;56;;1,748188027;
1794;45;woestaard;9;-8.2;-8.3;-1.5;-6.1;351;0,65883164;0,409276555;0,638176638;0,335213038;W;W;W;W;166;;2,220108088;
1795;45;belijmen;8;0,6;8;0;6,7;348;0,644380268;0,370191965;0,620689655;0,291472916;W;W;W;W;3;;0,477121255;
1796;45;vetblad;7;-1,7;-7,7;-4,9;-7,2;345;0,635713738;0,347025018;0,620289855;0,290479704;W;W;W;W;81;;1,908485019;
1797;45;pretorium;9;7,6;3,8;-3,2;-5,4;366;0,659823032;0,4119802;0,642076503;0,345052843;W;W;W;W;71;;1,851258349;
1798;45;omdijken;8;5,8;7,1;-6,8;6,8;315;0,674910951;0,453514786;0,653968254;0,375269136;W;W;W;W;8;;0,903089987;
1799;45;plankerig;9;-8,3;-0,7;5;0;326;0,661044891;0,415316508;0,647239264;0,358130842;W;W;W;W;3;;0,477121255;
1800;45;beknorren;9;-7;-1,6;3,8;0,2;309;0,671159883;0,443118211;0,650485437;0,366385189;W;W;W;W;53;;1,72427587;
1801;46;essayeur;8;-3.9;1.4;-1.7;-6.9;340;0,590157656;0,227950544;0,579411765;0,190244366;W;W;W;W;204;;2,309630167;
1802;46;rijzing;7;1.9;-8.1;-1.8;-6.2;318;0,602923723;0,260922135;0,591194969;0,218897929;W;W;W;W;231;;2,36361198;
1803;46;stijgtijd;9;3,8;-3,2;0,8;-4,2;346;0,625676255;0,320423266;0,615606936;0,278867096;W;W;W;W;3;;0,477121255;
1804;46;nagewas;7;3;1,3;2,4;-2,5;337;0,620027247;0,30555235;0,608308605;0,260842913;W;W;W;W;9;;0,954242509;
1805;46;kraanoog;8;4,3;-2,1;-2,9;5;315;0,61815074;0,30062755;0,60952381;0,263837987;W;W;W;W;1;;0;
1806;46;residueel;9;5.4;-1.1;6.1;9.8;319;0,612362009;0,285480579;0,598746082;0,237353649;W;W;W;W;73;;1,86332286;
1807;46;ontstelen;9;5;-1;-4,5;4;383;0,611127751;0,282259552;0,597911227;0,235309312;W;W;W;W;287;;2,457881897;
1808;46;duplolamp;9;-4,6;5,9;-4,8;-0,4;325;0,604630784;0,265351842;0,596923077;0,232890863;W;W;W;W;2;;0,301029996;
1809;46;donderaar;9;-2,8;2,2;3,4;1,5;337;0,598670198;0,249906568;0,587537092;0,209984814;W;W;W;W;63;;1,799340549;
1810;46;teelvocht;9;0,2;3,8;3,8;-3,6;333;0,594844281;0,240024276;0,582582583;0,197938613;W;W;W;W;6;;0,77815125;
1811;46;uurcirkel;9;-1,8;-0,8;-2,4;0,1;340;0,593432794;0,236384386;0,576470588;0,183117427;W;W;W;W;6;;0,77815125;
1812;46;stilet;6;-6.2;-2.4;-10.2;-2;331;0,619979402;0,305426691;0,607250755;0,258237569;W;W;W;W;433;;2,636487896;
1813;46;wierig;6;-5,2;0,7;4,8;-0,2;306;0,613764248;0,289143581;0,598039216;0,235622658;W;W;W;W;7;;0,84509804;
